0ad,1
0ad-data,2
0xffff,3
2048-qt,4
2ping,5
2vcard,6
3270font,7
389-admin,8
389-admin-console,9
389-adminutil,10
389-console,11
389-ds-base,12
389-ds-console,13
389-dsgw,14
3dchess,15
3dldf,16
3dldf-doc,17
4digits,18
4g8,19
4store,20
4ti2,21
6tunnel,22
7kaa,23
9menu,24
9mount,25
9wm,26
a2jmidid,27
a2mp3,28
a52dec,29
a56,30
a7xpg,31
aa3d,32
aac-tactics,33
aafigure,34
aalib,35
aaphoto,36
abacas,37
abcde,38
abcm2ps,39
abcmidi,40
abduco,41
abe,42
abgate,43
abi-compliance-checker,44
abi-dumper,45
abicheck,46
abind,47
abinit,48
abiword,49
abntex,50
abook,51
abootimg,52
abr2gbr,53
abs-guide,54
abtransfers,55
abx,56
abyss,57
ac100-tarball-installer,58
accerciser,59
access-modifier-checker,60
accessodf,61
account-plugins,62
account-polld,63
accounts-qml-module,64
accountsservice,65
acct,66
ace,67
ace-of-penguins,68
acedb,69
acegi-security,70
acepack,71
aces3,72
acetoneiso,73
acfax,74
acheck,75
acheck-rules,76
achilles,77
ack,78
ack-grep,79
acl,80
acl2,81
aclock.app,82
acm,83
aconnectgui,84
acorn,85
acorn-fdisk,86
acoustid-fingerprinter,87
acpi,88
acpi-call,89
acpi-support,90
acpica-unix,91
acpid,92
acpitail,93
acpitool,94
acr,95
acr38,96
acsccid,97
actdiag,98
actiona,99
activemq,100
activemq-activeio,101
activemq-protobuf,102
activity-log-manager,103
actor-framework,104
adabrowse,105
adacgi,106
adacontrol,107
adanaxisgpl,108
adasockets,109
adcli,110
add-apt-key,111
address-book-app,112
address-book-service,113
addresses-for-gnustep,114
adduser,115
adequate,116
adios,117
adium-theme-ubuntu,118
adjtimex,119
adlint,120
admesh,121
adminer,122
adns,123
adolc,124
adonthell,125
adonthell-data,126
adplay,127
adplug,128
adun.app,129
advancecomp,130
advi,131
adwaita-icon-theme,132
adzapper,133
aegean,134
aegis,135
aegisub,136
aeolus,137
aephea,138
aes2501-wy,139
aesfix,140
aeskeyfind,141
aeskulap,142
aespipe,143
aether,144
aevol,145
aewan,146
aewm,147
aewm++,148
aewm++-goodies,149
affiche,150
afflib,151
afio,152
afl,153
afnix,154
aften,155
afterstep,156
afuse,157
agave,158
agda,159
agda-stdlib,160
agedu,161
agenda.app,162
agg,163
aggregate,164
aghermann,165
aglfn,166
agrep,167
agtl,168
aha,169
ahcpd,170
ahven,171
aiccu,172
aide,173
aiksaurus,174
air-quality-sensor,175
airport-utils,176
airspy-host,177
airstrike,178
aj-snapshot,179
ajaxterm,180
akonadi,181
akonadi-googledata,182
akonadi1,183
akuma,184
alabaster,185
alac-decoder,186
alacarte,187
alarm-clock-applet,188
albatross,189
alberta,190
album,191
album-data,192
aldo,193
ale,194
alembic,195
alex,196
alex4,197
alglib,198
algobox,199
algol68g,200
algotutor,201
alice,202
alien,203
alien-arena,204
alien-arena-data,205
alien-hunter,206
alienblaster,207
aliki,208
all-knowing-dns,209
alleyoop,210
alliance,211
alltray,212
almanah,213
almond,214
alot,215
alpine,216
alqalam,217
alsa-driver,218
alsa-lib,219
alsa-oss,220
alsa-plugins,221
alsa-plugins-extra,222
alsa-tools,223
alsa-utils,224
alsaequal,225
alsamixergui,226
alsaplayer,227
alsoft-conf,228
alt-ergo,229
alt-key,230
altermime,231
altos,232
altree,233
alure,234
am-utils,235
amap-align,236
amavisd-milter,237
amb-plugins,238
ambdec,239
amd64-microcode,240
amide,241
amideco,242
amiga-fdisk,243
amispammer,244
amiwm,245
amoeba,246
amoeba-data,247
amoebax,248
amora-server,249
ampache,250
ampache-themes,251
amphetamine,252
amphetamine-data,253
ample,254
ampliconnoise,255
ampsharp,256
amqp-specs,257
ams,258
amsn,259
amsynth,260
amtterm,261
amule,262
amule-adunanza,263
amule-emc,264
an,265
anacron,266
anagramarama,267
anarchism,268
anc-api-tools,269
and,270
android,271
android-androresolvd,272
android-headers,273
android-platform-build,274
android-platform-frameworks-base,275
android-platform-frameworks-native,276
android-platform-system-core,277
android-src-vendor,278
android-tools,279
androidsdk-tools,280
anet,281
anfo,282
angband-doc,283
angrydd,284
angular.js,285
animal-sniffer,286
animals,287
anjuta-extras,288
anki,289
ann,290
annotation-indexer,291
anomaly,292
anon-proxy,293
anope,294
ansible,295
ant,296
ant-contrib,297
antelope,298
antennavis,299
anthy,300
antigrav,301
antiword,302
antlr,303
antlr-maven-plugin,304
antlr3,305
antpm,306
anypaper,307
anyremote,308
anything-el,309
anytun,310
aodh,311
aoetools,312
aoeui,313
aolserver4,314
aolserver4-nsldap,315
aolserver4-nsmysql,316
aolserver4-nsopenssl,317
aolserver4-nspostgres,318
aolserver4-nssha1,319
aolserver4-nssqlite3,320
aolserver4-nsxml,321
ap-utils,322
apache-curator,323
